"","STATE__","BGN_DATE","BGN_TIME","TIME_ZONE","COUNTY","COUNTYNAME","STATE","EVTYPE","BGN_RANGE","BGN_AZI","BGN_LOCATI","END_DATE","END_TIME","COUNTY_END","COUNTYENDN","END_RANGE","END_AZI","END_LOCATI","LENGTH","WIDTH","F","MAG","FATALITIES","INJURIES","PROPDMG","PROPDMGEXP","CROPDMG","CROPDMGEXP","WFO","STATEOFFIC","ZONENAMES","LATITUDE","LONGITUDE","LATITUDE_E","LONGITUDE_","REMARKS","REFNUM"
"30941",17,"8/25/1975 0:00:00","1250","CST",29,"COLES","IL","TSTM WIND",0,"","","","",0,NA,0,"","",0,0,NA,60,0,0,0,"",0,"","","","",3929,8817,0,0,"",30941
"843272",31,"2/13/2011 0:00:00","01:30:00 PM","MST",54,"NEZ054","NE","HIGH WIND",0,"","","2/13/2011 0:00:00","01:30:00 PM",0,NA,0,"","",0,0,NA,55,0,0,0,"K",0,"K","CYS","NEBRASKA, West","KIMBALL - KIMBALL",0,0,0,0,"EPISODE NARRATIVE: Strong mid level winds combined with a large surface pressure gradient to produce strong and damaging winds in southeast Wyoming and western Nebraska.EVENT NARRATIVE: AWOS at the Kimball airport measured a gust of 63 mph.",843242
"289522",20,"7/14/1997 0:00:00","07:45:00 PM","CST",57,"FORD","KS","HAIL",5,"W","DODGE CITY","7/14/1997 0:00:00","07:45:00 PM",0,NA,5,"W","DODGE CITY",0,0,NA,75,0,0,0,"",0,"","DDC","KANSAS, Southwest","",3745,10006,3745,10006,"",289461
"275595",48,"4/22/1996 0:00:00","03:20:00 PM","CST",471,"WALKER","TX","TSTM WIND",10,"SW","HUNTSVILLE","4/22/1996 0:00:00","03:20:00 PM",0,NA,10,"SW","HUNTSVILLE",0,0,NA,0,0,0,75,"K",0,"","HGX","TEXAS, Central Southeast","",3041,9543,3041,9543,"Numerous reports of trees down and roof damage.  Most damage reported near Pool Rd. and near the intersection of HWY 1791 & 3179.
",275584
"88103",29,"9/13/1982 0:00:00","1600","CST",185,"ST. CLAIR","MO","TSTM WIND",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,"",0,"","RY","","",3759,9341,0,0,"",88103
"432985",30,"7/20/2001 0:00:00","07:15:00 PM","MST",79,"PRAIRIE","MT","HAIL",20,"N","TERRY","7/20/2001 0:00:00","07:15:00 PM",0,NA,20,"N","TERRY",0,0,NA,125,0,0,0,"",0,"","GGW","MONTANA, East","",4704,10518,4704,10518,"A large supercell formed in Southwestern Phillips County and headed east across southern Valley County.  The storm produced a tornado that crossed from Phillips County into Valley County.  The tornado dissipated as the storm moved east, but golfball size hail was reported for 20 minutes at The Pines Recreation Area.  The storm crossed over the east side of Ft. Peck Lake and formed another tornado near the Rock Creek Recreation area.  The tornado then crossed Highway 24, in McCone County.  Four inch diameter hail was reported with this storm at the time of the tornado.  The tornado continued in a southeast path towards the town of Circle.  The last known location of the tornado before it dissipated was 22 miles northwest of Circle.  Downburst winds and golfball size hail then became the more significant threat from this storm.  The hail and high winds caused a large area of 100 percent crop damage from 10 miles north and northwest of Circle to Lindsay.  The damage swath was 1 to 5 miles wide.  Other large hail and high wind reports were received from the Richey and Bloomfield areas in northwestern Dawson County as well.  25 large steel electrical towers were blown over in the area between Circle and Richey, and 25 wooden electrical poles were snapped also.  The storm continued southeast toward Glendive and then followed Interstate 94 into North Dakota.  No more substantial damage was reported once the storm passed through the Lindsay area.  A few smaller tornados were reported by law enforcement officials northwest and north of the Glendive area, but they did not cause any damage and were short lived.",432963
"382477",8,"6/24/2000 0:00:00","06:20:00 PM","MST",9,"BACA","CO","FUNNEL CLOUD",9,"WNW","TWO BUTTES","6/24/2000 0:00:00","06:40:00 PM",0,NA,9,"WNW","TWO BUTTES",0,0,NA,0,0,0,0,"",0,"","PUB","COLORADO, South Central and Southeast","",0,0,0,0,"",382427
"130541",40,"5/2/1989 0:00:00","1024","CST",27,"CLEVELAND","OK","HAIL",0,"","","","",0,NA,0,"","",0,0,NA,75,0,0,0,"",0,"","OKC","","",3508,9724,0,0,"",130541
"627287",31,"8/10/2006 0:00:00","12:10:00 AM","CST",141,"PLATTE","NE","TSTM WIND",3,"NW","LINDSAY","8/10/2006 0:00:00","12:10:00 AM",0,NA,3,"NW","LINDSAY",0,0,NA,50,0,0,0,"",0,"","OAX","NEBRASKA, East","",4144,9744,4144,9744,"Thunderstorm winds estimated at 60 mph caused some tree damage northwest of Lindsay or just south of Newman Grove.
",627236
"420951",18,"7/8/2001 0:00:00","03:16:00 PM","CST",111,"NEWTON","IN","TSTM WIND",0,"","ENOS","7/8/2001 0:00:00","03:30:00 PM",0,NA,0,"","BROOK",0,0,NA,60,0,0,20,"K",0,"","LOT","INDIANA, Northwest","",4101,8727,4052,8722,"A bow echo moved east out of central Illinois into northwest Indiana during the afternoon of Sunday July 8th.  A building was leveled in Enos in Newton county at 1516 CST and trees were blown down in Brook.  Trees and powerlines were blown down across all of Benton county and one tree fell onto two cars in Fowler producing significant damage.",420910
"370379",42,"7/31/1999 0:00:00","07:15:00 PM","EST",47,"ELK","PA","TSTM WIND",0,"","ST MARYS","7/31/1999 0:00:00","07:15:00 PM",0,NA,0,"","ST MARYS",0,0,NA,0,0,0,10,"K",0,"","CTP","PENNSYLVANIA, Central","",4126,7835,4126,7835,"Trees down.
",371273
"172634",50,"9/10/1992 0:00:00","1425","PST",11,"FRANKLIN","VT","TSTM WIND",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,"",0,"","BTV","","",4456,7303,0,0,"",172634
"18452",12,"5/30/1973 0:00:00","1350","CST",71,"LEE","FL","TSTM WIND",0,"","","","",0,NA,0,"","",0,0,NA,65,0,0,0,"",0,"","","","",2641,8152,0,0,"",18452
"437364",39,"4/9/2001 0:00:00","05:00:00 PM","EST",157,"TUSCARAWAS","OH","HAIL",0,"","GNADENHUTTEN","4/9/2001 0:00:00","05:00:00 PM",0,NA,0,"","GNADENHUTTEN",0,0,NA,175,0,0,0,"",0,"","PBZ","OHIO, East","",4021,8126,4021,8126,"A strong cold front passing across the area produced the first severe weather outbreak of the spring season.  Numerous hail reports were received from across east central Ohio, with the hailstones ranging in diameter from dime-sized to as large as golfballs.",437354
"850309",20,"4/3/2011 0:00:00","06:33:00 PM","CST",127,"MORRIS","KS","HAIL",1,"WSW","BURDICK","4/3/2011 0:00:00","06:33:00 PM",0,NA,0,"","",0,0,NA,1,0,0,0,"K",0,"K","TOP","KANSAS, East","                                                                                                                                                                                                        ",3833,9651,0,0,"EPISODE NARRATIVE: During the day on Sunday, temperatures warmed to record highs across northeast Kansas before a powerful storm system moved through Sunday afternoon and evening.  Several locations reported hail up to 2 inches in diameter and winds of 70-80 mph with a few reports of structural damage due to straight line winds. Thunderstorms initiated late in the day behind a sharp cold front and quickly went severe. A well formed gustnado developed along the frontal boundary and rear flank boundary intersection near Williamstown on Highway 24. NWS survey crew identified areas of enhanced wind damage from a well formed gustnado in Williamstown. Two center pivot irrigations were flipped over, a large outdoor shed was destroyed and several tree limbs were snapped.EVENT NARRATIVE: ",850281
"793346",85,"1/25/2010 0:00:00","08:25:00 AM","EST",75,"GMZ075","GM","MARINE THUNDERSTORM WIND",10,"NE","DRY TORTUGAS","1/25/2010 0:00:00","08:25:00 AM",0,NA,0,"","",0,0,NA,38,0,0,0,"K",0,"K","KEY","GULF OF MEXICO","KEY W TO DRY TORTUGAS WATERS - KEY W TO DRY TORTUGAS WATERS",2441,8246,0,0,"EPISODE NARRATIVE: A line of strong thunderstorms in advance of a cold front produced gale-force wind gusts near Dry Tortugas National Park.EVENT NARRATIVE: A wind gust of 38 knots was measured at the Pulaski Shoal Light C-MAN station.",793346
"541677",27,"8/29/2004 0:00:00","06:20:00 PM","CST",27,"CLAY","MN","HAIL",0,"","BARNESVILLE","8/29/2004 0:00:00","06:30:00 PM",0,NA,0,"","BARNESVILLE",0,0,NA,88,0,0,0,"",0,"","FGF","MINNESOTA, Northwest","",4639,9626,4639,9626,"",541677
"432020",30,"7/12/2001 0:00:00","03:50:00 PM","MST",13,"CASCADE","MT","TSTM WIND",0,"","EDEN","7/12/2001 0:00:00","03:50:00 PM",0,NA,0,"","EDEN",0,0,NA,61,0,0,0,"",0,"","TFX","MONTANA, Central","",4716,11116,4716,11116,"Actual spotter location Eden 9 SW (or Ft Shaw 2 S).
",432708
"562078",56,"11/27/2004 0:00:00","10:00:00 PM","MST",54,"WYZ054>055 - 058","WY","HEAVY SNOW",0,"","","11/28/2004 0:00:00","12:00:00 PM",0,NA,0,"","",0,0,NA,0,0,0,0,"",0,"","UNR","WYOMING, Northeast","NORTHERN CAMPBELL - NORTHERN CAMPBELL - SOUTH CAMPBELL - WESTON",0,0,0,0,"A narrow band of heavy snow fell across the Gillette area and southwestern parts of Weston County during the overnight and morning hours. Most locations in these areas received around 6 inches of snow.",562042
"496961",20,"8/8/2003 0:00:00","07:45:00 PM","CST",187,"STANTON","KS","HAIL",2,"S","JOHNSON","8/8/2003 0:00:00","07:45:00 PM",0,NA,2,"S","JOHNSON",0,0,NA,100,0,0,0,"",0,"","DDC","KANSAS, Southwest","",3732,10145,3732,10145,"",496961
"872357",54,"6/5/2011 0:00:00","01:06:00 AM","EST",25,"GREENBRIER","WV","THUNDERSTORM WIND",1,"E","LEWISBURG","6/5/2011 0:00:00","01:06:00 AM",0,NA,0,"","",0,0,NA,50,0,0,10,"K",0,"K","RNK","WEST VIRGINIA, Southeast","                                                                                                                                                                                                        ",3748,8025,0,0,"EPISODE NARRATIVE: A thunderstorm moved southeast across portions of Greenbrier Co WV.  The storm produced large hail and damaging winds between Lewisburg and White Sulpher Springs.EVENT NARRATIVE: A tree was blown down on a vehicle on Judyville Road. Damage values are estimated.",872337
"787605",1,"10/9/2009 0:00:00","04:39:00 PM","CST",25,"CLARKE","AL","THUNDERSTORM WIND",1,"SW","THOMASVILLE","10/9/2009 0:00:00","04:44:00 PM",0,NA,0,"","",0,0,NA,52,0,0,0,"K",0,"K","MOB","ALABAMA, Southwest","                                                                                                                                                                                                        ",3154,8744,0,0,"EPISODE NARRATIVE: A line of strong to severe thunderstorms moved out of southern Choctaw county Alabama into northern Clarke county Alabama during the late afternoon hours.  This line of storms produced several reports of tree damage.EVENT NARRATIVE: Trees reported blown down on Highway 5 south of Thomasville.",787595
"513358",42,"7/21/2003 0:00:00","02:20:00 PM","EST",33,"CLEARFIELD","PA","TSTM WIND",0,"","CURWENSVILLE","7/21/2003 0:00:00","02:20:00 PM",0,NA,0,"","CURWENSVILLE",0,0,NA,50,0,0,0,"",0,"","CTP","PENNSYLVANIA, Central","",4058,7831,4058,7831,"Trees were reported down in Curwensville.
",513298
"659239",20,"6/1/2007 0:00:00","02:08:00 AM","CST",49,"ELK","KS","THUNDERSTORM WIND",2,"NNE","HOWARD","6/1/2007 0:00:00","02:08:00 AM",0,NA,0,"","",0,0,NA,52,0,0,0,"K",0,"K","ICT","KANSAS, Southeast","                                                                                                                                                                                                        ",3730,9615,0,0,"EPISODE NARRATIVE: A strong upper level disturbance approaching from the northwest spawned a powerful squall line during the very early morning hours of June 1st. The squall line moved east to southeast across portions of south-central and southeast Kansas, producing high winds and flooding rains in its path. Portions of Sumner and Cowley Counties were hit particularly hard with 70 to 80 winds, which inflicted pockets of substantial property damage.",659188
"31124",17,"6/29/1976 0:00:00","1555","CST",37,"DE KALB","IL","TSTM WIND",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,"",0,"","","","",4156,8843,0,0,"",31124
"670611",33,"7/15/2007 0:00:00","12:35:00 PM","EST",17,"STRAFFORD","NH","THUNDERSTORM WIND",0,"N","ROCHESTER","7/15/2007 0:00:00","12:38:00 PM",0,NA,0,"","",0,0,NA,50,0,0,0,"K",0,"K","GYX","NEW HAMPSHIRE, North and Central","                                                                                                                                                                                                        ",4318,7058,0,0,"EVENT NARRATIVE: A severe thunderstorm downed trees in Rochester. EPISODE NARRATIVE: Severe thunderstorms produced large hail and damaging winds across portions of southern New Hampshire during the early afternoon of July 15th.",670562
"809912",29,"6/5/2010 0:00:00","06:12:00 AM","CST",81,"HARRISON","MO","FLASH FLOOD",1,"N","CAINSVILLE","6/5/2010 0:00:00","12:12:00 PM",0,NA,1,"ENE","CAINSVILLE",0,0,NA,0,0,0,0,"K",0,"K","EAX","MISSOURI, Northwest","                                                                                                                                                                                                        ",4026,9346,4026,9345,"EPISODE NARRATIVE: A stalled frontal boundary caused several complexes of thunderstorms to move across northern Missouri, during the evening hours of June 4th, into the morning hours of the 5th. Large hail and excessive rainfall was reported, mainly along and north of Highway 36.EVENT NARRATIVE: Highway N was reported impassable, due to running water.",809902
"687331",54,"6/5/2007 0:00:00","23:00:00 PM","EST",13,"CALHOUN","WV","HAIL",0,"N","ANNAMORIAH","6/5/2007 0:00:00","23:00:00 PM",0,NA,0,"","",0,0,NA,75,0,0,0,"K",0,"K","RLX","WEST VIRGINIA, West","                                                                                                                                                                                                        ",3855,8113,0,0,"EPISODE NARRATIVE: Well in advance of a cold front, one thunderstorm complex tracked across eastern Kentucky into southwest Virginia, then affecting McDowell County, before continuing southeast in Virginia.  Later in the evening, and closer to the surface front, storms moved across northern West Virginia.",687301
"422175",19,"6/5/2001 0:00:00","03:00:00 AM","CST",83,"IAZ083>084 - 094>095","IA","FLOOD",0,"","","6/7/2001 0:00:00","06:00:00 PM",0,NA,0,"","",0,0,NA,0,0,0,20,"K",0,"","DMX","IOWA, Central","CLARKE - CLARKE - LUCAS - DECATUR - WAYNE",0,0,0,0,"June 2001 in the Des Moines Hydrologic Service Area (HSA) was more like two different months in one, with a wet and cool first half and a dry and increasingly warm second half. Overall, it was about normal in terms of temperature and precipitation although there was considerable spatial variation in the rainfall.  The first significant precipitation event occurred from the 5th to the 6th as cool  stratiform precipitation and few mixed showers produced light to moderate rainfall ranging from 0.25"" to 1.00"" across the area.  Little flooding took place, however rivers in parts of south central Iowa did rise slightly above flood stage.",422109
"99242",31,"7/17/1989 0:00:00","2015","CST",63,"FRONTIER","NE","HAIL",0,"","","","",0,NA,0,"","",0,0,NA,400,0,0,0,"",0,"","OMA","","",4032,10023,0,0,"",99242
"390498",21,"1/3/2000 0:00:00","08:10:00 PM","EST",211,"SHELBY","KY","TSTM WIND",0,"","COUNTYWIDE","1/3/2000 0:00:00","08:10:00 PM",0,NA,0,"","COUNTYWIDE",0,0,NA,50,0,0,0,"",0,"","LMK","KENTUCKY, Central","",3814,8512,3814,8512,"Trees down
",390437
"900811",5,"10/1/2011 0:00:00","12:00:00 AM","CST",3,"ARZ003>005 - 012>014 - 037>038 - 040>042 - 052>054 - 062 - 066","AR","DROUGHT",0,"","","10/31/2011 0:00:00","11:59:00 PM",0,NA,0,"","",0,0,NA,0,0,0,0,"K",0,"K","LZK","ARKANSAS, Central and North Central","BOONE - BOONE - MARION - BAXTER - NEWTON - SEARCY - STONE - SCOTT - YELL - POLK - MONTGOMERY - GARLAND - PIKE - CLARK - HOT SPRING - DALLAS - OUACHITA",0,0,0,0,"EPISODE NARRATIVE: Periodic rainfall occurred during October, but most amounts were not substantial. As a result, drought conditions in the state changed only slightly. Some of the western and southern counties were in extreme drought, while severe drought covered parts of northern, western, and southern Arkansas.EVENT NARRATIVE: Severe drought covered all of Boone County at the beginning of October. At mid-month, conditions improved slightly over the northwest part of the county but remained unchanged elsewhere.",900772
